,coefficients.X6kS.rel606,coefficients.X6kL.rel606,coefficients.X17kL.X6kL,coefficients.X17kS.X6kS,coefficients.X40kL.X6kL,coefficients.X40kS.X6kS,coefficients.X6kS.X6kL,coefficients.X17kS.rel606,coefficients.X17kL.rel606,coefficients.X40kS.rel606,coefficients.X40kL.rel606,stdev.unscaled.X6kS.rel606,stdev.unscaled.X6kL.rel606,stdev.unscaled.X17kL.X6kL,stdev.unscaled.X17kS.X6kS,stdev.unscaled.X40kL.X6kL,stdev.unscaled.X40kS.X6kS,stdev.unscaled.X6kS.X6kL,stdev.unscaled.X17kS.rel606,stdev.unscaled.X17kL.rel606,stdev.unscaled.X40kS.rel606,stdev.unscaled.X40kL.rel606,genes.Gene.ID,genes.GO.Function,genes.GO.Process,genes.GO.Component,genes.GO.Function.ID,genes.GO.Process.ID,genes.GO.Component.ID,p.value.X6kS.rel606,p.value.X6kL.rel606,p.value.X17kL.X6kL,p.value.X17kS.X6kS,p.value.X40kL.X6kL,p.value.X40kS.X6kS,p.value.X6kS.X6kL,p.value.X17kS.rel606,p.value.X17kL.rel606,p.value.X40kS.rel606,p.value.X40kL.rel606,gene_ID,gene_symbol,taxid
0,1.05634715448117,0.23624165594675797,-0.510655865995223,-1.109213657894,0.345433722625267,-1.16829652202778,0.8201054985344151,-0.0528665034128242,-0.274414210048465,-0.111949367546605,0.581675378572025,0.8533774456326999,0.8694707582323492,0.8764399610205892,0.8128273793127181,0.8551737594081271,0.8141615977859691,0.8063807560245791,0.87545292523056,0.919864199923875,0.8766918404113071,0.8996250884718859,2847691,,,,,,,0.2146509572405058,0.8305933638532488,0.9043050754884999,0.8299899710873027,0.8083372345522779,0.3972448223169191,0.8087605405472986,0.9656409631768099,0.8266335797397866,0.9296202252196756,0.6154572922428985,EBG00001040553,isrC,1.0
1,0.177430893498292,-0.287482419400346,-0.292913685234099,0.224842521372917,-0.8827871340184459,-0.44452605865738304,0.46491331289863796,0.402273414871209,-0.5803961046344449,-0.26709516515909104,-1.1702695534187901,0.160752653152126,0.161651078769283,0.1615418995064,0.151157372152732,0.16832748529157598,0.153414415333792,0.153392674484407,0.159531532425139,0.168546397784421,0.161671709071201,0.175060690089335,2847670,,,,,,,0.4417503022102588,0.1832737323089865,0.5658130174263498,0.9314376059361182,9.85004094057778e-05,0.09823252355104023,0.12858305481329568,0.045038708949617395,0.006092160982186281,0.2235488645303878,9.983112199355267e-07,EBG00001040575,rydB,1.0
2,0.9671144076899091,0.922635049960258,-0.0795933649182388,-0.0570397277559742,-0.5239942580035001,-0.0821990617754782,0.0444793577296512,0.9100746799339351,0.843041685042019,0.8849153459144309,0.398640791956758,0.0938546702576022,0.0942415022356108,0.0828683946698835,0.077754719801642,0.0886089829536026,0.078022863911119,0.0776211814797598,0.0943515202884548,0.0982385980662032,0.0945726187762813,0.103127121432343,1040264///958614///947680///916100,,,,,,,1.590991606806213e-10,5.501589555441449e-10,0.8773426931844991,0.9989538091132727,3.986400395091822e-05,0.7365109743525807,0.9647027768631251,7.314867421777552e-10,1.4344692687731563e-08,1.5440098455446717e-09,0.004422849771600179,EBG00001040690,rimP,1.0
3,-0.0328506156092008,0.00964464485627659,0.0089911099614568,0.0157719258958107,-0.34114462091328895,-0.0311726808885702,-0.0424952604654774,-0.0170786897133901,0.0186357548177334,-0.0640232964977709,-0.331499976057012,0.106903062944859,0.106420466677367,0.106167488658446,0.10216608584118302,0.111072373149991,0.10272679601713801,0.10184963425376801,0.10672336588728099,0.111024558172539,0.10726025522135,0.115723761373959,1040154///962112///944742///913387,,threonine biosynthetic process,,,GO:0009088,,0.9476218438273977,0.9837019185631075,0.9959847075897645,0.9989538091132727,0.49034098074362126,0.9742700836531885,0.9872670903256309,0.9723461807123313,0.9728477534492467,0.8949814220060277,0.46937949375106913,ECB_00001,thrL,1.0
4,0.0369682533580153,0.122302144340003,-0.20942985850552104,-0.158501987359301,-0.334830416686003,-0.0988485907468934,-0.0853338909819872,-0.12153373400128599,-0.0871277141655185,-0.0618803373888781,-0.212528272346001,0.0874696206097229,0.08660402087946602,0.0877133195606704,0.08470816305175999,0.0893473254208163,0.0840433039205608,0.0820479414040082,0.0891283604216916,0.092804613405399,0.0884967156324977,0.0943504870195514,1038322///962110///945803///913388,,homoserine biosynthetic process///methionine biosynthetic process///threonine biosynthetic process,cytoplasm,,GO:0009090///GO:0009086///GO:0009088,GO:0005737,0.8002258769454057,0.31620440908192426,0.3459393149784259,0.8134836483718262,0.005675083853253905,0.6767703657115964,0.9050337549238311,0.3319120583225507,0.548997098399889,0.6644084528122596,0.10123263918969812,ECB_00002,thrA,1.0
5,0.13395472791120802,0.23641420125102103,-0.309220476679052,-0.35298768261806607,-0.736227758469139,-0.34610154060255,-0.10245947333981299,-0.219032954706858,-0.0728062754280305,-0.21214681269134197,-0.499813557218118,0.08547526886841601,0.0844692303735702,0.0854019790681975,0.0838377826165844,0.0911771927592985,0.0837581602356843,0.0788404420086802,0.0891516089470339,0.0915625705229424,0.0890767365244471,0.0969715771320144,1038469///962111///947498///913390,,threonine biosynthetic process,cytoplasm,,GO:0009088,GO:0005737,0.44266423018817347,0.13431908257078756,0.27565160280756357,0.2136802994804541,2.9581458879323344e-05,0.09678819078855723,0.924483502021498,0.1938761644418786,0.746022011627982,0.21630004025655303,0.004653968374115519,ECB_00003,thrB,1.0
6,0.0492340535961837,0.126156524979139,-0.205801892294556,-0.201152925713686,-0.471997744266437,-0.223148485564096,-0.0769224713829555,-0.151918872117502,-0.0796453673154165,-0.17391443196791198,-0.345841219287298,0.0895586385019251,0.0887709633218026,0.0897948620362568,0.0870508598495414,0.093351860279352,0.0873032661260269,0.0839689142400857,0.0916916439538873,0.0950425610964373,0.0919313093929039,0.098410065487608,1036001///956660///945198///913393,,threonine biosynthetic process,cytoplasm,,GO:0009088,GO:0005737,0.6013845072621458,0.11637082829307724,0.0779459877724852,0.09926908003866432,3.189245504172131e-07,0.018696599877287428,0.8176948294233914,0.05853873693098698,0.4142804544509553,0.029830464230262657,9.473518840376043e-05,ECB_00004,thrC,1.0
7,0.53397122165822,0.398883174440057,-0.0706922444622204,-0.341397450028117,-0.7368225200363041,-0.286955550999901,0.135088047218163,0.192573771630103,0.328190929977836,0.24701567065831895,-0.337939345596247,0.11241232631140599,0.113853316756042,0.10919180583981698,0.10414584375006501,0.11866272813292,0.103460665153387,0.10158842326986801,0.11614097797206098,0.11932800939781402,0.11552696320718901,0.128051420969201,956661///944747///913394,,,,,,,0.029141884455475282,0.12581800671298898,0.9654236871694055,0.7897892182349727,0.008441228374176771,0.5244280048283121,0.9454392030777653,0.5187600798270267,0.2597551997300988,0.39451535669426135,0.31405103767091136,ECB_00005,yaaX,1.0
8,0.881286612440297,1.15862505371384,0.0661617622854269,0.10337141751271699,0.11164793787565598,0.230984420307687,-0.277338441273539,0.9846580299530141,1.2247868159992599,1.11227103274798,1.27027299158949,0.15982095369827198,0.157959289916609,0.153353557009914,0.150118758829519,0.15288043548970903,0.149187532147212,0.148813607021728,0.15918947637534697,0.164056578819018,0.158311614811792,0.163614410006366,1037723///956662///944749///913395,,,,,,,1.3036983376109868e-05,6.387954300116735e-08,0.9554690157988476,0.9989538091132727,0.7181866230837892,0.5258496789964683,0.5808285691072388,1.7906588999203601e-06,5.290318975356676e-08,1.5343054718479325e-07,3.2499415243043626e-08,ECB_00006,yaaA,1.0
9,0.759108694059765,0.637512593806068,-0.170750650401843,-0.18347623985520103,-0.46089190073771,-0.233547149899671,0.12159610025369698,0.575632454204563,0.46676194340422494,0.5255615441600939,0.176620693068357,0.17572365416478303,0.176256234709047,0.164612672335528,0.154970273539118,0.170649635420686,0.15546120206534803,0.154556895726144,0.176618832342696,0.18463017226327397,0.177049743306539,0.19003227801017197,1037720///956663///944745///913398,,,organelle inner membrane///peptidoglycan-based cell wall,,,GO:0019866///GO:0009274,3.906352521197713e-05,0.00044077963488424357,0.7767749197566338,0.9443981408781916,0.016225380617413264,0.4297960075899446,0.9147624546793864,0.0013935820584301706,0.015033044064562321,0.0037378762988041193,0.48473807139189506,ECB_00007,yaaJ,1.0
